"voter_id" "present" "absent" "attendance"
"54d2a71d273a394ad5dbb880" 705 19 0.973756906077348
"54d2a720273a394ad5dbb884" 1958 33 0.983425414364641
"54d2a723273a394ad5dbb886" 2340 32 0.986509274873524
"54d2a728273a394ad5dbb888" 369 12 0.968503937007874
"54d2a72e273a394ad5dbb88a" 1614 26 0.984146341463415
"54d2a72e273a394ad5dbb88c" 2317 55 0.97681281618887
"54d2a72f273a394ad5dbb88e" 2329 43 0.981871838111299
"54d2a733273a394ad5dbb892" 2130 242 0.897976391231029
"54d2a734273a394ad5dbb894" 2025 347 0.853709949409781
"54d2a735273a394ad5dbb896" 1462 19 0.987170830519919
"54d2a736273a394ad5dbb898" 2010 362 0.847386172006745
"54d2a73c273a394ad5dbb89e" 2315 57 0.975969645868465
"54d2a73d273a394ad5dbb8a0" 1953 38 0.980914113510799
"54d2a73f273a394ad5dbb8a4" 2292 80 0.966273187183811
"54d2a740273a394ad5dbb8a6" 2228 144 0.93929173693086
"54d2a742273a394ad5dbb8a8" 2336 36 0.984822934232715
"54d2a743273a394ad5dbb8aa" 2159 213 0.910202360876897
"54d2a743273a394ad5dbb8ac" 2243 129 0.945615514333895
"54d2a748273a394ad5dbb8b0" 2342 27 0.988602785985648
"54d2a74b273a394ad5dbb8b2" 2336 33 0.986070071760236
"54d2a74d273a394ad5dbb8b4" 2345 24 0.989869143098354
"54d2a74e273a394ad5dbb8b6" 1981 391 0.835160202360877
"54d2a750273a394ad5dbb8b8" 2220 152 0.935919055649241
"54d2a750273a394ad5dbb8ba" 1825 547 0.769392917369309
"54d2a752273a394ad5dbb8bc" 871 17 0.980855855855856
"54d2a754273a394ad5dbb8be" 2315 57 0.975969645868465
"54d2a756273a394ad5dbb8c0" 2325 47 0.980185497470489
"54d2a757273a394ad5dbb8c2" 839 19 0.977855477855478
"54d2a760273a394ad5dbb8c8" 109 1 0.990909090909091
"54d2a763273a394ad5dbb8cc" 2056 316 0.866779089376054
"54d2a764273a394ad5dbb8ce" 2351 18 0.992401857323765
"54d2a76a273a394ad5dbb8d0" 2322 47 0.980160405234276
"54d2a76c273a394ad5dbb8d2" 2330 42 0.982293423271501
"54d2a76d273a394ad5dbb8d4" 2178 194 0.918212478920742
"54d2a770273a394ad5dbb8d6" 2321 48 0.979738286196707
"54d2a772273a394ad5dbb8d8" 1778 594 0.749578414839798
