"voter_id" "present" "absent" "attendance"
"111" 2806 2031 0.580111639445938
"122" 3817 1020 0.789125491006822
"1296" 537 369 0.592715231788079
"211" 3238 1048 0.755482967802147
"216" 3597 1241 0.743489045059942
"235" 3017 1820 0.623733719247467
"237" 3109 1728 0.642753772999793
"239" 190 61 0.756972111553785
"252" 2735 2102 0.565433119702295
"261" 3255 1583 0.672798677139314
"269" 3188 1649 0.65908621046103
"273" 4360 477 0.901385156088485
"280" 4362 475 0.901798635517883
"303" 3862 976 0.798263745349318
"305" 4033 805 0.833608929309632
"309" 3676 1162 0.759818106655643
"312" 4341 497 0.897271599834642
"340" 3094 1743 0.639652677279305
"345" 3653 1185 0.755064076064489
"346" 3154 1684 0.651922281934684
"354" 4168 669 0.861691130866239
"356" 2859 1979 0.590946672178586
"366" 4094 744 0.8462174452253
"377" 2747 2091 0.567796610169492
"386" 3304 1533 0.683068017366136
"392" 4338 499 0.896836882365102
"4" 4184 654 0.864820173625465
"401" 4357 480 0.900764936944387
"410" 1202 514 0.7004662004662
"415" 3534 1303 0.730618151746951
"422" 3303 1534 0.682861277651437
"4778" 3992 846 0.825134353038446
"5255" 2521 1217 0.674424826110219
"5261" 3943 895 0.815006200909467
"5268" 4187 650 0.865619185445524
"5270" 3811 1027 0.787722199255891
"5272" 3951 886 0.816828612776514
"5273" 2696 2141 0.557370270829026
"5274" 4240 597 0.876576390324581
"5279" 3692 1146 0.763125258371228
"5282" 4452 385 0.92040520984081
"5290" 4072 765 0.841844118255117
"5292" 3813 1024 0.788298532148026
"5294" 446 106 0.807971014492754
"5296" 3853 984 0.796568120735993
"5297" 1594 3244 0.329474989665151
"5300" 3500 1337 0.723589001447178
"5301" 3243 1594 0.670456894769485
"5307" 4350 487 0.899317758941493
"5310" 4267 570 0.88215836262146
"5311" 3097 1740 0.640272896423403
"5313" 4605 233 0.951839603141794
"5317" 2555 2282 0.52821997105644
"5321" 3848 990 0.795369987598181
"5322" 4201 636 0.868513541451313
"5342" 3823 1015 0.79020256304258
"5376" 3097 1310 0.702745631949172
"5379" 3385 1453 0.699669284828441
"5383" 3391 895 0.791180587960803
"5384" 3002 1835 0.62063262352698
"5402" 2534 2304 0.523770152955767
"5406" 1512 3325 0.312590448625181
"5415" 3840 997 0.793880504444904
"5433" 3594 1244 0.74286895411327
"5437" 2860 1547 0.648967551622419
"5444" 3886 952 0.803224472922695
"5445" 4102 736 0.847871021083092
"5446" 389 41 0.904651162790698
"5447" 3380 1458 0.698635799917321
"5453" 4154 684 0.858619264158743
"5456" 3782 1056 0.781727986771393
"5459" 3359 1479 0.694295163290616
"5460" 4176 662 0.863166597767673
"5461" 4039 799 0.834849111202976
"5462" 3040 1798 0.628358825961141
"5472" 3495 1343 0.722405952873088
"5473" 3509 1329 0.725299710624225
"5475" 3750 535 0.875145857642941
"5476" 3890 947 0.804217490179864
"5477" 3744 1093 0.774033491833781
"5485" 4255 582 0.879677486045069
"5486" 3966 871 0.819929708497002
"5487" 4662 175 0.963820549927641
"5490" 3691 1146 0.763076286954724
"5495" 3573 1264 0.738681000620219
"5501" 4036 801 0.834401488525946
"5505" 3917 920 0.809799462476742
"5506" 4456 381 0.921232168699607
"5507" 3380 1457 0.698780235683275
"5508" 410 142 0.742753623188406
"5512" 2995 1842 0.619185445524085
"5513" 4250 587 0.878643787471573
"5516" 3563 1274 0.736613603473227
"5520" 4370 467 0.903452553235477
"5552" 691 408 0.628753412192903
"5558" 2049 2788 0.423609675418648
"5766" 4534 304 0.937164117403886
"5768" 3149 1689 0.650888797023564
"5819" 4250 588 0.878462174452253
"5859" 4591 246 0.949142030183998
"5866" 4030 807 0.833161050237751
"5890" 4397 441 0.90884663083919
"5891" 3791 1047 0.78358825961141
"5892" 3602 1236 0.744522529971062
"5893" 2908 1930 0.601074824307565
"5894" 2917 1921 0.602935097147582
"5895" 2506 2332 0.517982637453493
"5896" 2782 2056 0.575031004547334
"5897" 4610 228 0.952873088052914
"5898" 4434 404 0.91649441918148
"5899" 3859 979 0.797643654402646
"5900" 4029 809 0.832782141380736
"5901" 4703 135 0.972095907399752
"5902" 4107 730 0.849080008269589
"5903" 3731 1106 0.771345875542692
"5904" 2028 2810 0.419181479950393
"5905" 4315 523 0.891897478296817
"5906" 3999 839 0.826581231914014
"5907" 2391 2447 0.494212484497726
"5908" 4652 186 0.961554361306325
"5909" 3583 1255 0.740595287308805
"5910" 3623 1215 0.748863166597768
"5911" 3437 1401 0.710417527904093
"5912" 255 167 0.604265402843602
"5913" 2971 1437 0.674001814882033
"5914" 4449 389 0.919594873914841
"5915" 3766 1072 0.778420835055808
"5916" 4167 671 0.861306324927656
"5917" 3605 1233 0.745142620917735
"5918" 3775 1063 0.780281107895825
"5919" 4330 508 0.894997933030178
"5920" 4347 491 0.898511781727987
"5921" 3672 1166 0.758991318726747
"5922" 4105 733 0.848491112029764
"5923" 4142 696 0.856138900372055
"5924" 3020 1818 0.62422488631666
"5925" 4781 57 0.988218272013229
"5926" 4253 585 0.879082265398925
"5927" 205 2917 0.0656630365150545
"5928" 4427 411 0.915047540305912
"5929" 4215 71 0.983434437704153
"5930" 4629 209 0.956800330715172
"5931" 3726 1112 0.770152955766846
"5932" 3582 1256 0.740388590326581
"5933" 3935 902 0.813520777341327
"5934" 4583 255 0.947292269532865
"5935" 4181 657 0.864200082678793
"5936" 3797 1041 0.784828441504754
"5937" 3988 850 0.824307565109549
"5938" 4505 332 0.931362414719868
"5939" 3737 1101 0.77242662257131
"5940" 3997 841 0.826167837949566
"5941" 4403 435 0.910086812732534
"5942" 3971 866 0.820963407070498
"5943" 4201 636 0.868513541451313
"5944" 3655 1182 0.755633657225553
"5945" 4625 212 0.956171180483771
"5946" 4190 647 0.866239404589622
"5947" 4276 561 0.884019020053752
"5948" 4588 249 0.948521811039901
"5949" 3622 1215 0.74881124664048
"5950" 4192 645 0.86665288401902
"5951" 4400 437 0.909654744676452
"5952" 4385 452 0.906553648955964
"5953" 4566 271 0.943973537316518
"5954" 3609 1228 0.74612363034939
"5955" 4468 369 0.923713045275998
"5956" 4045 792 0.836262145958239
"5957" 4056 781 0.83853628281993
"5958" 3411 1427 0.705043406366267
"5959" 3472 1365 0.717800289435601
"5960" 3593 1244 0.742815794914203
"5961" 4338 499 0.896836882365102
"5962" 4536 301 0.937771345875543
"5963" 3837 1000 0.793260285300806
"5964" 4090 747 0.845565433119702
"5965" 4478 359 0.925780442422989
"5966" 3756 1081 0.776514368410172
"5967" 4208 629 0.869960719454207
"5968" 3448 1389 0.71283853628282
"5969" 4564 273 0.94356005788712
"5970" 3521 1316 0.727930535455861
"5971" 3958 879 0.818275790779409
"5972" 4166 671 0.861277651436841
"5973" 3105 1732 0.641926814140997
"5974" 3135 1702 0.648129005581972
"5975" 3823 1014 0.790365929295018
"5976" 3545 1292 0.732892288608642
"5977" 3054 1783 0.631383088691338
"5978" 2858 1979 0.590862104610296
"5979" 4021 816 0.831300392805458
"5980" 4379 458 0.905313210667769
"5981" 4473 364 0.924746743849494
"5982" 2596 2241 0.536696299359107
"5983" 3599 1238 0.744056233202398
"5984" 3882 955 0.80256357246227
"5985" 4232 605 0.874922472606988
"5986" 4521 316 0.934670250155055
"5987" 4007 830 0.828406036799669
"5989" 4119 718 0.851560884845979
"5990" 4367 471 0.902645721372468
"5991" 3005 1832 0.621252842671077
"5992" 3719 1118 0.768864998966301
"5993" 4427 410 0.915236716973331
"5999" 4004 582 0.873092019188836
"6003" 3803 612 0.861381653454134
"6008" 3195 736 0.812770287458662
"6095" 538 14 0.97463768115942
"6096" 483 69 0.875
"6097" 310 120 0.720930232558139
"6098" 392 38 0.911627906976744
"68" 3270 1568 0.675899131872675
