"normals.1" "normals.2" "parameters.Parameter" "parameters.Loss" "parameters.Direction" "loss_function.Parameter1" "loss_function.Loss1" "loss_function.Parameter_1" "loss_function.Loss_1" "weights.w1" "weights.w2"
"58511" 0.213059796215905 0.0973349061624926 2.48506950814874 24.5543300356083 1 2.48506950814874 24.5543300356083 -3.73249794350497 56.3038756034928 0.567708333333333 0.220183486238532
"58512" -5.65515360845772 -6.229779327901 -4.23517315914086 50.7198470443282 1 -4.23517315914086 50.7198470443282 -55.6338205781796 9326.45407176634 0.911458333333333 0.594285714285714
"58513" 0.076490474052386 -0.16788121356407 1.31247379003692 18.9436725545007 1 1.31247379003692 18.9436725545007 -3.70559715181463 60.4663100745032 0.953125 0.163934426229508
"58514" 0.0185057938707271 5.80052497421881 1.35555341828838 859.490904792135 1 1.35555341828838 859.490904792135 -5.5055134609657 5229.83659866634 0.947916666666667 0.846153846153846
"58515" 0.253673319196241 6.82092218502033 1.81648784008691 695.111509559988 1 1.81648784008691 695.111509559988 -3.29129828539389 6680.24825704441 0.953125 0.885245901639344
"58516" 0.37421708576132 -0.24449572733657 4.36871918234872 72.3874146193962 1 4.36871918234872 72.3874146193962 -8.4152597630232 190.343401798566 0.953125 0.207650273224044
"58517" 0.103192610520876 -0.598445820385159 6.24768622147875 77.9209978197272 1 6.24768622147875 77.9209978197272 -11.0021307501693 201.993834343626 0.953125 0.163934426229508
"58518" 0.177151441437867 -1.241529722769 10.039189483442 273.365809881572 1 10.039189483442 273.365809881572 -12.4550973603896 748.156315443202 0.942708333333333 0.320441988950276
"58519" -0.307582652429849 -1.18446293925205 15.6691214548731 354.052524019159 1 15.6691214548731 354.052524019159 -12.6726979129463 485.939514314298 0.947916666666667 0.263736263736264
"58520" -0.346507349575382 -1.59147663522784 19.2258104737728 485.387719611935 1 19.2258104737728 485.387719611935 -15.5813646806097 790.451551564259 0.947916666666667 0.307692307692308
"58521" 0.330564672583853 -1.21628777795076 8.10649511478833 233.170934618357 1 8.10649511478833 233.170934618357 -3.58512801384911 813.181659634498 0.947916666666667 0.351648351648352
"58522" -0.4792983425281 -1.23322502114185 18.2745995770101 359.128664040962 1 18.2745995770101 359.128664040962 -12.8015596971877 448.794223360284 0.942708333333333 0.243093922651934
