"id" "normals.1" "normals.2" "parameters.Parameter" "parameters.Loss" "included"
"1" "550167cb273a3961a6f9d235" 7.72285569391868 -1.39489478734137 223.675768373706 2004.07652502889 1
"2" "550167e7273a3961a6fa15f1" -9.59194969047393 -0.700671287894862 133.42822526723 516.600934357612 1
"3" "550167f3273a3961a6fa34d1" 8.23079072043241 -1.48363717459506 -291.285443711626 19.8555698246145 1
"4" "5501680e273a3961a6fa7751" -11.0945875095761 -0.866698675967856 -221.158166600498 700.032515195273 1
"5" "5501685e273a3961a6fb3425" -9.68542796170938 -1.73893767663953 -16.1417805408237 0 1
"6" "5501691c273a3961a6fd0f29" 10.596455905937 -1.13792756891505 -271.38859898254 1014.30540151927 1
"7" "55016959273a3961a6fda729" -11.7491639145316 -0.239698227199701 60.36845969593 0 1
"8" "55016a10273a3961a6ff66dd" -10.1957593438509 -0.133452923232587 -317.40638386087 484.910617089821 1
"9" "55016a54273a3961a60010ae" -8.56274278439585 3.50513879019565 202.020512303615 2589.33139444458 1
"10" "55016a92273a3961a600a64e" -11.4431829127476 0.345951590903065 -273.512800423965 125.404549774442 1
"11" "55016a9c273a3961a600be0e" -10.8177306518347 0.364274745083445 105.508497082701 0 1
"12" "55016aa0273a3961a600c78e" -5.33242139414939 -1.46860379002481 -176.827765850251 3216.63444371674 1
"13" "55016ac7273a3961a6012b56" -8.4328994477082 -0.480485081993177 -119.256127426725 0 1
"14" "55016ac9273a3961a6013276" 2.0984349282479 -3.23143361117333 73.3696050558887 740.653538320882 1
"15" "55016adc273a3961a6015f96" 11.2058287678835 -0.481503276317128 -176.43340791143 0 1
"16" "55016b52273a3961a6028c08" -8.4637278351243 0.0936148702597289 58.411433436294 0 1
"17" "55016b64273a3961a602b6e8" 7.85098989205237 -0.614945479770686 28.7005572275024 0 1
"18" "55016b64273a3961a602b818" 5.6680622331249 -1.00521476590974 187.200474424139 85.0763064190565 1
"19" "55016b66273a3961a602bcd8" -0.282290861620851 -0.0595007830399981 -9.90317714113838 1.7597059501768 1
"20" "55016b95273a3961a6033858" -10.0105939606481 2.16998802750388 120.714768446455 0 1
"21" "55016b97273a3961a6033d20" 9.24274660429041 -0.63353562043414 218.204538749679 368.782307510339 1
