"normals.1" "normals.2" "parameters.Parameter" "parameters.Loss" "parameters.Direction" "loss_function.Parameter1" "loss_function.Loss1" "loss_function.Parameter_1" "loss_function.Loss_1" "weights.w1" "weights.w2"
"55016753273a3961a6f8ac13" 0.391490777302078 0.16960150530522 -15.8122622540666 35.1295886603107 1 -15.8122622540666 35.1295886603107 13.6273977911038 142.507362282185 0.724832214765101 0.111111111111111
"55016753273a3961a6f8ad1d" -0.0969785607035099 0.0275237368671169 4.01733598151519 0.433002114737142 1 4.01733598151519 0.433002114737142 -3.47025136340721 7.06819207478889 0.785234899328859 0.0170940170940171
"55016754273a3961a6f8ae27" -0.185088016174133 0.00234138762189437 7.57971804375088 1.23460008856445 1 7.57971804375088 1.23460008856445 -6.50962408459991 27.0382066252289 0.798657718120805 0.0336134453781513
"55016754273a3961a6f8af31" 0 0 2360.67981052625 0 1 2360.67981052625 0 -5278.64034354535 0 0.865771812080537 0
"55016755273a3961a6f8b061" 0.0923743273457083 -0.288705112367939 -4.12032856521789 21.7652413154635 1 -4.12032856521789 21.7652413154635 3.792424836109 27.0963695375304 0.818791946308725 0.0983606557377049
"55016755273a3961a6f8b191" 0.597084297767715 -0.0856964406479372 -24.4070339373782 99.2417168410555 1 -24.4070339373782 99.2417168410555 20.9935699581423 265.715384055554 0.838926174496644 0.128
"55016756273a3961a6f8b2c1" 9.22346267165788 0.533052821631795 -159.76917219035 653.749450979227 1 -159.76917219035 653.749450979227 303.736720973232 38024.9430313898 0.899328859060403 0.865671641791045
"55016756273a3961a6f8b3f1" -10.9200647140333 -1.04220226760447 91.9643416063431 0 1 91.9643416063431 0 -352.100833588587 51440.2362299054 0.973154362416107 0.910344827586207
"55016756273a3961a6f8b521" 11.010034490475 1.02823173283439 -105.97216657064 0 1 -105.97216657064 0 351.862892969905 52599.5614750461 0.973154362416107 0.924137931034483
"55016757273a3961a6f8b651" -0.0888997624621466 -0.0104372398852567 -3.13626720839267 0.205946787706387 1 -3.13626720839267 0.205946787706387 3.64540822367639 6.58075051744904 0.845637583892617 0.0158730158730159
"55016758273a3961a6f8b781" 9.25478086945811 -1.69171740823315 -289.333939193219 664.097688250309 1 -289.333939193219 664.097688250309 305.302715324503 38435.4555142129 0.953020134228188 0.816901408450704
"55016758273a3961a6f8b8b1" 10.6896470381239 1.0346864663159 -123.204735049108 0 1 -123.204735049108 0 344.651948622881 49625.5890125279 0.959731543624161 0.909090909090909
"55016759273a3961a6f8b9e1" -10.4647557152595 -0.542519553508698 142.28604860514 253.689435607302 1 142.28604860514 253.689435607302 -337.900883610843 47863.6383406252 0.959731543624161 0.895104895104895
"55016759273a3961a6f8bb11" -0.380524495598512 0.0586274436700924 15.6166555834705 2.66356942462458 1 15.6166555834705 2.66356942462458 -13.4949832556493 84.9136896278519 0.966442953020134 0.0416666666666666
"55016759273a3961a6f8bc41" -0.38883255860915 0.033001170050689 15.9335017648946 1.75288676189823 1 15.9335017648946 1.75288676189823 -13.7341379084982 87.4864566270655 0.966442953020134 0.0416666666666666
"5501675a273a3961a6f8bd71" -10.624824477576 -0.528103608818587 133.87148883378 0 1 133.87148883378 0 -343.152275739892 49022.8827581926 0.953020134228188 0.901408450704225
"5501675a273a3961a6f8bea1" -10.5274113011811 -1.10852454412641 107.856299367969 0 1 107.856299367969 0 -340.360305765471 48155.3600097378 0.953020134228188 0.901408450704225
"5501675b273a3961a6f8bfd1" -2.80978491274067 -0.411565373867901 15.2611603471879 0 1 15.2611603471879 0 -97.3966324765529 3476.12799968069 0.63758389261745 0.357894736842105
"5501675b273a3961a6f8c101" -2.45606000574259 0.368052784518313 98.8426628191276 123.826250690315 1 98.8426628191276 123.826250690315 -85.5526899943314 3232.81311698928 0.899328859060403 0.26865671641791
"5501675c273a3961a6f8c231" -8.36100633148186 0.0344458054360074 286.899918772377 141.180562714841 1 286.899918772377 141.180562714841 -279.809397395743 31082.5876752356 0.885906040268456 0.772727272727273
"5501675c273a3961a6f8c361" -1.03079539277794 0.0312037451167246 42.0056697431964 28.0522034081731 1 42.0056697431964 28.0522034081731 -36.0658075402522 599.84189374818 0.89261744966443 0.120300751879699
"5501675d273a3961a6f8c499" 10.5724180829825 0.47653629802498 -171.570491158346 0 1 -171.570491158346 0 341.402701011235 48625.9601471311 0.959731543624161 0.895104895104895
"5501675d273a3961a6f8c5c9" -10.4218938899706 -0.289601802907866 244.268664515682 153.770477784118 1 244.268664515682 153.770477784118 -339.184599759041 47227.6550557467 0.966442953020134 0.875
"5501675e273a3961a6f8c6f9" -7.95931039084493 0.957012140848111 285.645631341076 1044.5830033964 1 285.645631341076 1044.5830033964 -266.424339802967 29969.0603927627 0.973154362416107 0.731034482758621
"5501675e273a3961a6f8c829" 10.7266942006525 0.69576716108575 -75.994028427655 487.628443167727 1 -75.994028427655 487.628443167727 345.868675715271 50056.1137944281 0.973154362416107 0.910344827586207
