"voter_id" "present" "absent" "attendance"
"5991" 1226 584 0.677348066298343
"5999" 1365 445 0.75414364640884
"6002" 1379 431 0.761878453038674
"6007" 1130 680 0.624309392265193
"6074" 1334 476 0.737016574585635
"6079" 1192 618 0.658563535911602
"6105" 1635 175 0.903314917127072
"6113" 1465 345 0.80939226519337
"6134" 1343 262 0.836760124610592
"6136" 1612 198 0.89060773480663
"6137" 1257 553 0.694475138121547
"6138" 841 969 0.464640883977901
"6139" 1647 163 0.909944751381215
"6140" 1332 478 0.735911602209945
"6141" 1600 210 0.883977900552486
"6142" 1493 317 0.824861878453039
"6143" 1541 269 0.851381215469613
"6144" 1097 713 0.606077348066298
"6145" 1142 668 0.630939226519337
"6146" 1543 267 0.852486187845304
"6147" 1287 523 0.711049723756906
"6148" 1445 365 0.798342541436464
"6149" 1142 668 0.630939226519337
"6150" 786 1024 0.434254143646409
"6151" 1694 116 0.935911602209945
"6153" 1394 416 0.770165745856354
"6154" 1105 705 0.610497237569061
"6155" 232 133 0.635616438356164
"6156" 1244 566 0.687292817679558
"6157" 1298 512 0.717127071823204
"6158" 1559 251 0.861325966850829
"6159" 1692 118 0.934806629834254
"6160" 1308 502 0.722651933701657
"6161" 1291 519 0.713259668508287
"6162" 1629 181 0.9
"6163" 1402 408 0.774585635359116
"6164" 1539 271 0.850276243093923
"6165" 1551 259 0.856906077348066
"6166" 1521 289 0.840331491712707
"6167" 1541 269 0.851381215469613
"6168" 814 996 0.449723756906077
"6169" 1771 39 0.978453038674033
"6170" 1713 97 0.946408839779005
"6171" 1144 666 0.632044198895028
"6172" 1472 338 0.813259668508287
"6173" 1210 600 0.668508287292818
"6174" 1586 224 0.876243093922652
"6175" 1294 516 0.714917127071823
"6176" 1085 725 0.599447513812155
"6177" 1575 235 0.870165745856354
"6178" 1384 426 0.764640883977901
"6179" 1383 427 0.764088397790055
"6180" 1532 278 0.846408839779005
"6181" 1184 626 0.65414364640884
"6182" 1286 524 0.710497237569061
"6183" 1647 163 0.909944751381215
"6184" 1429 381 0.789502762430939
"6185" 1290 520 0.712707182320442
"6186" 1335 475 0.737569060773481
"6187" 1334 476 0.737016574585635
"6188" 1559 251 0.861325966850829
"6189" 1257 553 0.694475138121547
"6190" 1529 281 0.84475138121547
"6191" 1600 210 0.883977900552486
"6192" 999 811 0.551933701657459
"6193" 1237 573 0.683425414364641
"6194" 1443 367 0.797237569060773
"6195" 1483 327 0.819337016574586
"6196" 1528 282 0.844198895027624
"6197" 1437 373 0.793922651933702
"6198" 1598 212 0.882872928176796
"6199" 1436 374 0.793370165745856
"6200" 627 1183 0.346408839779006
"6201" 1395 415 0.770718232044199
"6202" 1027 783 0.567403314917127
"6203" 554 774 0.417168674698795
"6204" 1565 245 0.864640883977901
"6205" 563 1247 0.311049723756906
"6206" 1462 348 0.807734806629834
"6207" 1667 143 0.920994475138121
"6208" 1154 656 0.637569060773481
"6209" 1470 340 0.812154696132597
"6210" 1310 500 0.723756906077348
"6211" 1293 517 0.714364640883978
"6212" 1578 232 0.871823204419889
"6213" 1584 226 0.875138121546961
"6214" 1470 340 0.812154696132597
"6215" 1730 80 0.955801104972376
"6216" 1447 363 0.799447513812155
"6217" 1521 289 0.840331491712707
"6218" 1634 176 0.902762430939226
"6219" 1056 754 0.583425414364641
"6220" 1340 470 0.740331491712707
"6221" 1303 507 0.719889502762431
"6222" 1664 146 0.919337016574586
"6223" 1719 91 0.949723756906077
"6224" 1601 209 0.884530386740331
"6225" 1425 385 0.787292817679558
"6226" 1633 177 0.902209944751381
"6227" 1351 459 0.746408839779006
"6228" 1670 140 0.922651933701657
"6229" 666 245 0.731064763995609
"6230" 1595 215 0.88121546961326
"6231" 1467 343 0.810497237569061
"6232" 1131 679 0.624861878453039
"6233" 1762 48 0.973480662983425
"6234" 1412 398 0.780110497237569
"6235" 1533 277 0.846961325966851
"6236" 1681 129 0.928729281767956
"6237" 1678 132 0.92707182320442
"6238" 1355 455 0.748618784530387
"6239" 1536 274 0.848618784530387
"6240" 1121 689 0.619337016574586
"6246" 1669 141 0.922099447513812
"6268" 991 401 0.711925287356322
"6279" 907 101 0.899801587301587
"6280" 886 122 0.878968253968254
"6284" 823 76 0.915461624026696
"6288" 443 39 0.919087136929461
"6292" 175 30 0.853658536585366
"68" 1702 108 0.940331491712707
